year,month,day,Carbon intensity gCO₂eq/kWh (Life cycle),prediction,hour,date
2023,10,21,37.94,33.066124956150624,0,2023-10-21
2023,10,22,32.91,36.315374985383535,0,2023-10-22
2023,10,23,49.28,34.04512499512784,0,2023-10-23
2023,10,24,49.13,44.201708331709284,0,2023-10-24
2023,10,25,36.7,47.48723611056977,0,2023-10-25
2023,10,26,48.02,40.29574537018993,0,2023-10-26
2023,10,27,38.89,45.44524845672998,0,2023-10-27
2023,10,28,36.86,41.07508281891,0,2023-10-28
2023,10,29,48.35,38.265027606303335,0,2023-10-29
2023,10,30,44.6,44.98834253543445,0,2023-10-30
2023,10,31,29.28,44.729447511811486,0,2023-10-31
2023,11,1,35.12,34.429815837270496,0,2023-11-01
2023,11,2,34.35,34.8899386124235,0,2023-11-02
2023,11,3,35.25,34.5299795374745,0,2023-11-03
2023,11,4,37.06,35.009993179158165,0,2023-11-04
2023,11,5,72.59,36.37666439305272,0,2023-11-05
2023,11,6,44.9,60.518888131017576,0,2023-11-06
2023,11,7,36.85,50.10629604367252,0,2023-11-07
2023,11,8,44.2,41.26876534789084,0,2023-11-08
2023,11,9,38.6,43.22292178263029,0,2023-11-09
2023,11,10,38.74,40.14097392754343,0,2023-11-10
2023,11,11,29.35,39.20699130918114,0,2023-11-11
2023,11,12,36.41,32.635663769727046,0,2023-11-12
2023,11,13,31.54,35.15188792324235,0,2023-11-13
2023,11,14,36.66,32.74396264108078,0,2023-11-14
2023,11,15,34.07,35.354654213693586,0,2023-11-15
2023,11,16,128.6,34.4982180712312,0,2023-11-16
2023,11,17,149.55,97.23273935707705,0,2023-11-17
2023,11,18,31.63,132.1109131190257,0,2023-11-18
2023,11,19,41.21,65.1236377063419,0,2023-11-19
2023,11,20,123.96,49.18121256878063,0,2023-11-20
2023,11,21,37.91,99.03373752292687,0,2023-11-21
2023,11,22,37.29,58.28457917430895,0,2023-11-22
2023,11,23,88.24,44.28819305810298,0,2023-11-23
2023,11,24,185.84,73.58939768603433,0,2023-11-24
2023,11,25,34.75,148.42313256201143,0,2023-11-25
2023,11,26,35.25,72.64104418733714,0,2023-11-26
2023,11,27,29.47,47.71368139577905,0,2023-11-27
2023,11,28,44.76,35.551227131926346,0,2023-11-28
2023,11,29,41.68,41.69040904397545,0,2023-11-29
2023,11,30,54.41,41.68346968132515,0,2023-11-30
2023,12,1,47.59,50.167823227108386,0,2023-12-01
2023,12,2,28.46,48.44927440903613,0,2023-12-02
2023,12,3,46.18,35.12309146967871,0,2023-12-03
2023,12,4,37.03,42.49436382322624,0,2023-12-04
2023,12,5,43.88,38.85145460774208,0,2023-12-05
2023,12,6,50.07,42.20381820258069,0,2023-12-06
2023,12,7,62.5,47.44793940086023,0,2023-12-07
2023,12,8,38.79,57.48264646695341,0,2023-12-08
2023,12,9,37.26,45.020882155651144,0,2023-12-09
2023,12,10,39.25,39.84696071855038,0,2023-12-10
2023,12,11,39.99,39.44898690618346,0,2023-12-11
2023,12,12,28.52,39.809662302061156,0,2023-12-12
2023,12,13,34.34,32.28322076735372,0,2023-12-13
2023,12,14,39.89,33.654406922451244,0,2023-12-14
2023,12,15,46.74,37.811468974150415,0,2023-12-15
2023,12,16,91.86,43.76382299138347,0,2023-12-16
2023,12,17,41.08,75.82794099712783,0,2023-12-17
2023,12,18,42.85,52.66264699904261,0,2023-12-18
2023,12,19,34.73,46.12088233301421,0,2023-12-19
2023,12,20,33.21,38.5269607776714,0,2023-12-20
2023,12,21,32.02,34.9823202592238,0,2023-12-21
2023,12,22,33.01,33.00744008640793,0,2023-12-22
2023,12,23,46.54,33.009146695469305,0,2023-12-23
2023,12,24,46.41,42.02971556515644,0,2023-12-24
2023,12,25,45.06,44.94990518838548,0,2023-12-25
2023,12,26,51.81,45.02330172946183,0,2023-12-26
2023,12,27,49.44,49.54776724315394,0,2023-12-27
2023,12,28,31.31,49.47592241438465,0,2023-12-28
2023,12,29,37.72,37.36530747146155,0,2023-12-29
2023,12,30,45.62,37.601769157153846,0,2023-12-30
2023,12,31,52.59,42.94725638571794,0,2023-12-31
2024,1,1,42.05,49.37575212857265,0,2024-01-01
2024,1,2,42.14,44.491917376190884,0,2024-01-02
2024,1,3,36.21,42.9239724587303,0,2024-01-03
2024,1,4,35.33,38.447990819576766,0,2024-01-04
2024,1,5,39.13,36.369330273192254,0,2024-01-05
2024,1,6,42.56,38.20977675773076,0,2024-01-06
2024,1,7,51.1,41.109925585910254,0,2024-01-07
