year,month,day,carbon_intensity,hour,date,4_day_forecast
2021,7,2,723.9,0,2021-07-02,690.3670221951803
2021,7,3,697.97,0,2021-07-03,690.3670221951803
2021,7,4,754.78,0,2021-07-04,690.3670221951803
2021,7,5,755.84,0,2021-07-05,690.3670221951803
2021,7,3,697.97,0,2021-07-03,712.7223407317268
2021,7,4,754.78,0,2021-07-04,712.7223407317268
2021,7,5,755.84,0,2021-07-05,712.7223407317268
2021,7,6,729.73,0,2021-07-06,712.7223407317268
2021,7,4,754.78,0,2021-07-04,702.8874469105757
2021,7,5,755.84,0,2021-07-05,702.8874469105757
2021,7,6,729.73,0,2021-07-06,702.8874469105757
2021,7,7,665.11,0,2021-07-07,702.8874469105757
2021,7,5,755.84,0,2021-07-05,737.4824823035252
2021,7,6,729.73,0,2021-07-06,737.4824823035252
2021,7,7,665.11,0,2021-07-07,737.4824823035252
2021,7,8,746.51,0,2021-07-08,737.4824823035252
2021,7,6,729.73,0,2021-07-06,749.7208274345085
2021,7,7,665.11,0,2021-07-07,749.7208274345085
2021,7,8,746.51,0,2021-07-08,749.7208274345085
2021,7,9,708.1,0,2021-07-09,749.7208274345085
2021,7,7,665.11,0,2021-07-07,736.3936091448362
2021,7,8,746.51,0,2021-07-08,736.3936091448362
2021,7,9,708.1,0,2021-07-09,736.3936091448362
2021,7,10,674.68,0,2021-07-10,736.3936091448362
2021,7,8,746.51,0,2021-07-08,688.8712030482787
2021,7,9,708.1,0,2021-07-09,688.8712030482787
2021,7,10,674.68,0,2021-07-10,688.8712030482787
2021,7,11,742.26,0,2021-07-11,688.8712030482787
2021,7,9,708.1,0,2021-07-09,727.2970676827596
2021,7,10,674.68,0,2021-07-10,727.2970676827596
2021,7,11,742.26,0,2021-07-11,727.2970676827596
2021,7,12,703.43,0,2021-07-12,727.2970676827596
2021,7,10,674.68,0,2021-07-10,714.4990225609199
2021,7,11,742.26,0,2021-07-11,714.4990225609199
2021,7,12,703.43,0,2021-07-12,714.4990225609199
2021,7,13,741.94,0,2021-07-13,714.4990225609199
2021,7,11,742.26,0,2021-07-11,687.9530075203065
2021,7,12,703.43,0,2021-07-12,687.9530075203065
2021,7,13,741.94,0,2021-07-13,687.9530075203065
2021,7,14,711.89,0,2021-07-14,687.9530075203065
2021,7,12,703.43,0,2021-07-12,724.1576691734355
2021,7,13,741.94,0,2021-07-13,724.1576691734355
2021,7,14,711.89,0,2021-07-14,724.1576691734355
2021,7,15,727.99,0,2021-07-15,724.1576691734355
2021,7,13,741.94,0,2021-07-13,710.3392230578119
2021,7,14,711.89,0,2021-07-14,710.3392230578119
2021,7,15,727.99,0,2021-07-15,710.3392230578119
2021,7,16,763.57,0,2021-07-16,710.3392230578119
2021,7,14,711.89,0,2021-07-14,731.4064076859373
2021,7,15,727.99,0,2021-07-15,731.4064076859373
2021,7,16,763.57,0,2021-07-16,731.4064076859373
2021,7,17,741.93,0,2021-07-17,731.4064076859373
2021,7,15,727.99,0,2021-07-15,718.3954692286458
2021,7,16,763.57,0,2021-07-16,718.3954692286458
2021,7,17,741.93,0,2021-07-17,718.3954692286458
2021,7,18,682.85,0,2021-07-18,718.3954692286458
2021,7,16,763.57,0,2021-07-16,724.7918230762152
2021,7,17,741.93,0,2021-07-17,724.7918230762152
2021,7,18,682.85,0,2021-07-18,724.7918230762152
2021,7,19,694.39,0,2021-07-19,724.7918230762152
2021,7,17,741.93,0,2021-07-17,750.6439410254052
2021,7,18,682.85,0,2021-07-18,750.6439410254052
2021,7,19,694.39,0,2021-07-19,750.6439410254052
2021,7,20,733.03,0,2021-07-20,750.6439410254052
2021,7,18,682.85,0,2021-07-18,744.8346470084683
2021,7,19,694.39,0,2021-07-19,744.8346470084683
2021,7,20,733.03,0,2021-07-20,744.8346470084683
2021,7,21,682.42,0,2021-07-21,744.8346470084683
2021,7,19,694.39,0,2021-07-19,703.5115490028228
2021,7,20,733.03,0,2021-07-20,703.5115490028228
2021,7,21,682.42,0,2021-07-21,703.5115490028228
2021,7,22,741.97,0,2021-07-22,703.5115490028228
2021,7,20,733.03,0,2021-07-20,697.4305163342742
2021,7,21,682.42,0,2021-07-21,697.4305163342742
2021,7,22,741.97,0,2021-07-22,697.4305163342742
2021,7,23,764.65,0,2021-07-23,697.4305163342742
2021,7,21,682.42,0,2021-07-21,721.163505444758
2021,7,22,741.97,0,2021-07-22,721.163505444758
2021,7,23,764.65,0,2021-07-23,721.163505444758
2021,7,24,743.54,0,2021-07-24,721.163505444758
2021,7,22,741.97,0,2021-07-22,695.3345018149193
2021,7,23,764.65,0,2021-07-23,695.3345018149193
2021,7,24,743.54,0,2021-07-24,695.3345018149193
2021,7,25,651.43,0,2021-07-25,695.3345018149193
2021,7,23,764.65,0,2021-07-23,726.4248339383065
2021,7,24,743.54,0,2021-07-24,726.4248339383065
2021,7,25,651.43,0,2021-07-25,726.4248339383065
2021,7,26,694.67,0,2021-07-26,726.4248339383065
2021,7,24,743.54,0,2021-07-24,751.9082779794354
2021,7,25,651.43,0,2021-07-25,751.9082779794354
2021,7,26,694.67,0,2021-07-26,751.9082779794354
