year,month,day,Carbon intensity gCO₂eq/kWh (Life cycle),hour,date,4_day_forecast
2023,10,21,69.4,0,2023-10-21,74.04486086285624
2023,10,22,70.83,0,2023-10-22,74.04486086285624
2023,10,23,76.1,0,2023-10-23,74.04486086285624
2023,10,24,79.69,0,2023-10-24,74.04486086285624
2023,10,22,70.83,0,2023-10-22,70.94828695428542
2023,10,23,76.1,0,2023-10-23,70.94828695428542
2023,10,24,79.69,0,2023-10-24,70.94828695428542
2023,10,25,71.18,0,2023-10-25,70.94828695428542
2023,10,23,76.1,0,2023-10-23,70.8694289847618
2023,10,24,79.69,0,2023-10-24,70.8694289847618
2023,10,25,71.18,0,2023-10-25,70.8694289847618
2023,10,26,68.34,0,2023-10-26,70.8694289847618
2023,10,24,79.69,0,2023-10-24,74.35647632825392
2023,10,25,71.18,0,2023-10-25,74.35647632825392
2023,10,26,68.34,0,2023-10-26,74.35647632825392
2023,10,27,57.89,0,2023-10-27,74.35647632825392
2023,10,25,71.18,0,2023-10-25,77.91215877608464
2023,10,26,68.34,0,2023-10-26,77.91215877608464
2023,10,27,57.89,0,2023-10-27,77.91215877608464
2023,10,28,77.18,0,2023-10-28,77.91215877608464
2023,10,26,68.34,0,2023-10-26,73.42405292536155
2023,10,27,57.89,0,2023-10-27,73.42405292536155
2023,10,28,77.18,0,2023-10-28,73.42405292536155
2023,10,29,63.83,0,2023-10-29,73.42405292536155
2023,10,27,57.89,0,2023-10-27,70.03468430845385
2023,10,28,77.18,0,2023-10-28,70.03468430845385
2023,10,29,63.83,0,2023-10-29,70.03468430845385
2023,10,30,83.11,0,2023-10-30,70.03468430845385
2023,10,28,77.18,0,2023-10-28,61.93822810281795
2023,10,29,63.83,0,2023-10-29,61.93822810281795
2023,10,30,83.11,0,2023-10-30,61.93822810281795
2023,10,31,97.21,0,2023-10-31,61.93822810281795
2023,10,29,63.83,0,2023-10-29,72.09940936760599
2023,10,30,83.11,0,2023-10-30,72.09940936760599
2023,10,31,97.21,0,2023-10-31,72.09940936760599
2023,11,1,101.25,0,2023-11-01,72.09940936760599
2023,10,30,83.11,0,2023-10-30,66.586469789202
2023,10,31,97.21,0,2023-10-31,66.586469789202
2023,11,1,101.25,0,2023-11-01,66.586469789202
2023,11,2,84.41,0,2023-11-02,66.586469789202
2023,10,31,97.21,0,2023-10-31,77.60215659640066
2023,11,1,101.25,0,2023-11-01,77.60215659640066
2023,11,2,84.41,0,2023-11-02,77.60215659640066
2023,11,3,81.11,0,2023-11-03,77.60215659640066
2023,11,1,101.25,0,2023-11-01,90.6740521988002
2023,11,2,84.41,0,2023-11-02,90.6740521988002
2023,11,3,81.11,0,2023-11-03,90.6740521988002
2023,11,4,63.88,0,2023-11-04,90.6740521988002
2023,11,2,84.41,0,2023-11-02,97.72468406626672
2023,11,3,81.11,0,2023-11-03,97.72468406626672
2023,11,4,63.88,0,2023-11-04,97.72468406626672
2023,11,5,66.38,0,2023-11-05,97.72468406626672
2023,11,3,81.11,0,2023-11-03,88.8482280220889
2023,11,4,63.88,0,2023-11-04,88.8482280220889
2023,11,5,66.38,0,2023-11-05,88.8482280220889
2023,11,6,49.33,0,2023-11-06,88.8482280220889
2023,11,4,63.88,0,2023-11-04,83.6894093406963
2023,11,5,66.38,0,2023-11-05,83.6894093406963
2023,11,6,49.33,0,2023-11-06,83.6894093406963
2023,11,7,64.85,0,2023-11-07,83.6894093406963
2023,11,5,66.38,0,2023-11-05,70.48313644689877
2023,11,6,49.33,0,2023-11-06,70.48313644689877
2023,11,7,64.85,0,2023-11-07,70.48313644689877
2023,11,8,93.47,0,2023-11-08,70.48313644689877
