year,month,day,carbon_intensity,hour,date,4_day_forecast
2021,7,2,539.61,0,2021-07-02,476.9487377505968
2021,7,3,500.86,0,2021-07-03,476.9487377505968
2021,7,4,498.5,0,2021-07-04,476.9487377505968
2021,7,5,421.0,0,2021-07-05,476.9487377505968
2021,7,3,500.86,0,2021-07-03,518.7229125835323
2021,7,4,498.5,0,2021-07-04,518.7229125835323
2021,7,5,421.0,0,2021-07-05,518.7229125835323
2021,7,6,427.76,0,2021-07-06,518.7229125835323
2021,7,4,498.5,0,2021-07-04,506.8143041945107
2021,7,5,421.0,0,2021-07-05,506.8143041945107
2021,7,6,427.76,0,2021-07-06,506.8143041945107
2021,7,7,441.27,0,2021-07-07,506.8143041945107
2021,7,5,421.0,0,2021-07-05,501.2714347315036
2021,7,6,427.76,0,2021-07-06,501.2714347315036
2021,7,7,441.27,0,2021-07-07,501.2714347315036
2021,7,8,538.2,0,2021-07-08,501.2714347315036
2021,7,6,427.76,0,2021-07-06,447.7571449105012
2021,7,7,441.27,0,2021-07-07,447.7571449105012
2021,7,8,538.2,0,2021-07-08,447.7571449105012
2021,7,9,545.52,0,2021-07-09,447.7571449105012
2021,7,7,441.27,0,2021-07-07,434.4257149701671
2021,7,8,538.2,0,2021-07-08,434.4257149701671
2021,7,9,545.52,0,2021-07-09,434.4257149701671
2021,7,10,567.38,0,2021-07-10,434.4257149701671
2021,7,8,538.2,0,2021-07-08,438.9885716567224
2021,7,9,545.52,0,2021-07-09,438.9885716567224
2021,7,10,567.38,0,2021-07-10,438.9885716567224
2021,7,11,580.44,0,2021-07-11,438.9885716567224
2021,7,9,545.52,0,2021-07-09,505.1295238855741
2021,7,10,567.38,0,2021-07-10,505.1295238855741
2021,7,11,580.44,0,2021-07-11,505.1295238855741
2021,7,12,578.13,0,2021-07-12,505.1295238855741
2021,7,10,567.38,0,2021-07-10,532.0565079618581
2021,7,11,580.44,0,2021-07-11,532.0565079618581
2021,7,12,578.13,0,2021-07-12,532.0565079618581
2021,7,13,555.07,0,2021-07-13,532.0565079618581
2021,7,11,580.44,0,2021-07-11,555.6055026539526
2021,7,12,578.13,0,2021-07-12,555.6055026539526
2021,7,13,555.07,0,2021-07-13,555.6055026539526
2021,7,14,508.26,0,2021-07-14,555.6055026539526
2021,7,12,578.13,0,2021-07-12,572.1618342179842
2021,7,13,555.07,0,2021-07-13,572.1618342179842
2021,7,14,508.26,0,2021-07-14,572.1618342179842
2021,7,15,390.18,0,2021-07-15,572.1618342179842
2021,7,13,555.07,0,2021-07-13,576.1406114059947
2021,7,14,508.26,0,2021-07-14,576.1406114059947
2021,7,15,390.18,0,2021-07-15,576.1406114059947
2021,7,16,492.62,0,2021-07-16,576.1406114059947
2021,7,14,508.26,0,2021-07-14,562.0935371353316
2021,7,15,390.18,0,2021-07-15,562.0935371353316
2021,7,16,492.62,0,2021-07-16,562.0935371353316
2021,7,17,485.72,0,2021-07-17,562.0935371353316
2021,7,15,390.18,0,2021-07-15,526.2045123784438
2021,7,16,492.62,0,2021-07-16,526.2045123784438
2021,7,17,485.72,0,2021-07-17,526.2045123784438
2021,7,18,525.94,0,2021-07-18,526.2045123784438
2021,7,16,492.62,0,2021-07-16,435.52150412614793
2021,7,17,485.72,0,2021-07-17,435.52150412614793
2021,7,18,525.94,0,2021-07-18,435.52150412614793
2021,7,19,585.1,0,2021-07-19,435.52150412614793
2021,7,17,485.72,0,2021-07-17,473.5871680420493
2021,7,18,525.94,0,2021-07-18,473.5871680420493
2021,7,19,585.1,0,2021-07-19,473.5871680420493
2021,7,20,538.92,0,2021-07-20,473.5871680420493
2021,7,18,525.94,0,2021-07-18,481.6757226806831
2021,7,19,585.1,0,2021-07-19,481.6757226806831
2021,7,20,538.92,0,2021-07-20,481.6757226806831
2021,7,21,576.81,0,2021-07-21,481.6757226806831
2021,7,19,585.1,0,2021-07-19,511.18524089356106
2021,7,20,538.92,0,2021-07-20,511.18524089356106
2021,7,21,576.81,0,2021-07-21,511.18524089356106
2021,7,22,574.57,0,2021-07-22,511.18524089356106
2021,7,20,538.92,0,2021-07-20,560.4617469645203
2021,7,21,576.81,0,2021-07-21,560.4617469645203
2021,7,22,574.57,0,2021-07-22,560.4617469645203
2021,7,23,576.37,0,2021-07-23,560.4617469645203
2021,7,21,576.81,0,2021-07-21,546.1005823215067
2021,7,22,574.57,0,2021-07-22,546.1005823215067
2021,7,23,576.37,0,2021-07-23,546.1005823215067
2021,7,24,489.85,0,2021-07-24,546.1005823215067
2021,7,22,574.57,0,2021-07-22,566.5735274405023
2021,7,23,576.37,0,2021-07-23,566.5735274405023
2021,7,24,489.85,0,2021-07-24,566.5735274405023
2021,7,25,513.46,0,2021-07-25,566.5735274405023
2021,7,23,576.37,0,2021-07-23,571.9045091468341
2021,7,24,489.85,0,2021-07-24,571.9045091468341
2021,7,25,513.46,0,2021-07-25,571.9045091468341
2021,7,26,574.21,0,2021-07-26,571.9045091468341
2021,7,24,489.85,0,2021-07-24,574.8815030489446
2021,7,25,513.46,0,2021-07-25,574.8815030489446
2021,7,26,574.21,0,2021-07-26,574.8815030489446
2021,7,27,523.64,0,2021-07-27,574.8815030489446
2021,7,25,513.46,0,2021-07-25,518.1938343496482
2021,7,26,574.21,0,2021-07-26,518.1938343496482
2021,7,27,523.64,0,2021-07-27,518.1938343496482
2021,7,28,438.36,0,2021-07-28,518.1938343496482
2021,7,26,574.21,0,2021-07-26,515.0379447832161
2021,7,27,523.64,0,2021-07-27,515.0379447832161
2021,7,28,438.36,0,2021-07-28,515.0379447832161
2021,7,29,327.76,0,2021-07-29,515.0379447832161
2021,7,27,523.64,0,2021-07-27,554.4859815944054
2021,7,28,438.36,0,2021-07-28,554.4859815944054
2021,7,29,327.76,0,2021-07-29,554.4859815944054
2021,7,30,465.62,0,2021-07-30,554.4859815944054
2021,7,28,438.36,0,2021-07-28,533.9219938648017
2021,7,29,327.76,0,2021-07-29,533.9219938648017
2021,7,30,465.62,0,2021-07-30,533.9219938648017
2021,7,31,339.81,0,2021-07-31,533.9219938648017
2021,7,29,327.76,0,2021-07-29,470.213997954934
2021,7,30,465.62,0,2021-07-30,470.213997954934
2021,7,31,339.81,0,2021-07-31,470.213997954934
2021,8,1,474.77,0,2021-08-01,470.213997954934
2021,7,30,465.62,0,2021-07-30,375.244665984978
2021,7,31,339.81,0,2021-07-31,375.244665984978
2021,8,1,474.77,0,2021-08-01,375.244665984978
2021,8,2,480.46,0,2021-08-02,375.244665984978
2021,7,31,339.81,0,2021-07-31,435.4948886616593
2021,8,1,474.77,0,2021-08-01,435.4948886616593
2021,8,2,480.46,0,2021-08-02,435.4948886616593
2021,8,3,585.96,0,2021-08-03,435.4948886616593
2021,8,1,474.77,0,2021-08-01,371.7049628872198
2021,8,2,480.46,0,2021-08-02,371.7049628872198
2021,8,3,585.96,0,2021-08-03,371.7049628872198
2021,8,4,602.5,0,2021-08-04,371.7049628872198
2021,8,2,480.46,0,2021-08-02,440.41498762907327
2021,8,3,585.96,0,2021-08-03,440.41498762907327
2021,8,4,602.5,0,2021-08-04,440.41498762907327
2021,8,5,607.17,0,2021-08-05,440.41498762907327
2021,8,3,585.96,0,2021-08-03,467.1116625430244
2021,8,4,602.5,0,2021-08-04,467.1116625430244
2021,8,5,607.17,0,2021-08-05,467.1116625430244
2021,8,6,363.62,0,2021-08-06,467.1116625430244
2021,8,4,602.5,0,2021-08-04,546.3438875143414
2021,8,5,607.17,0,2021-08-05,546.3438875143414
2021,8,6,363.62,0,2021-08-06,546.3438875143414
2021,8,7,346.84,0,2021-08-07,546.3438875143414
2021,8,5,607.17,0,2021-08-05,583.7812958381138
2021,8,6,363.62,0,2021-08-06,583.7812958381138
2021,8,7,346.84,0,2021-08-07,583.7812958381138
2021,8,8,320.46,0,2021-08-08,583.7812958381138
2021,8,6,363.62,0,2021-08-06,599.3737652793712
2021,8,7,346.84,0,2021-08-07,599.3737652793712
2021,8,8,320.46,0,2021-08-08,599.3737652793712
2021,8,9,339.81,0,2021-08-09,599.3737652793712
2021,8,7,346.84,0,2021-08-07,442.2045884264571
2021,8,8,320.46,0,2021-08-08,442.2045884264571
2021,8,9,339.81,0,2021-08-09,442.2045884264571
2021,8,10,435.54,0,2021-08-10,442.2045884264571
2021,8,8,320.46,0,2021-08-08,378.6281961421523
2021,8,9,339.81,0,2021-08-09,378.6281961421523
2021,8,10,435.54,0,2021-08-10,378.6281961421523
2021,8,11,598.33,0,2021-08-11,378.6281961421523
2021,8,9,339.81,0,2021-08-09,339.8493987140508
2021,8,10,435.54,0,2021-08-10,339.8493987140508
2021,8,11,598.33,0,2021-08-11,339.8493987140508
2021,8,12,593.5,0,2021-08-12,339.8493987140508
2021,8,10,435.54,0,2021-08-10,339.82313290468363
2021,8,11,598.33,0,2021-08-11,339.82313290468363
2021,8,12,593.5,0,2021-08-12,339.82313290468363
2021,8,13,586.07,0,2021-08-13,339.82313290468363
2021,8,11,598.33,0,2021-08-11,403.6343776348945
2021,8,12,593.5,0,2021-08-12,403.6343776348945
2021,8,13,586.07,0,2021-08-13,403.6343776348945
2021,8,14,391.05,0,2021-08-14,403.6343776348945
2021,8,12,593.5,0,2021-08-12,533.4314592116315
2021,8,13,586.07,0,2021-08-13,533.4314592116315
