year,month,day,carbon_intensity,hour,date,4_day_forecast
2021,7,2,436.4,0,2021-07-02,402.09566362466666
2021,7,3,454.34,0,2021-07-03,402.09566362466666
2021,7,4,417.89,0,2021-07-04,402.09566362466666
2021,7,5,389.93,0,2021-07-05,402.09566362466666
2021,7,3,454.34,0,2021-07-03,424.9652212082222
2021,7,4,417.89,0,2021-07-04,424.9652212082222
2021,7,5,389.93,0,2021-07-05,424.9652212082222
2021,7,6,348.96,0,2021-07-06,424.9652212082222
2021,7,4,417.89,0,2021-07-04,444.5484070694074
2021,7,5,389.93,0,2021-07-05,444.5484070694074
2021,7,6,348.96,0,2021-07-06,444.5484070694074
2021,7,7,428.64,0,2021-07-07,444.5484070694074
2021,7,5,389.93,0,2021-07-05,426.77613568980246
2021,7,6,348.96,0,2021-07-06,426.77613568980246
2021,7,7,428.64,0,2021-07-07,426.77613568980246
2021,7,8,454.08,0,2021-07-08,426.77613568980246
2021,7,6,348.96,0,2021-07-06,402.2120452299341
2021,7,7,428.64,0,2021-07-07,402.2120452299341
2021,7,8,454.08,0,2021-07-08,402.2120452299341
2021,7,9,390.26,0,2021-07-09,402.2120452299341
2021,7,7,428.64,0,2021-07-07,366.7106817433114
2021,7,8,454.08,0,2021-07-08,366.7106817433114
2021,7,9,390.26,0,2021-07-09,366.7106817433114
2021,7,10,400.15,0,2021-07-10,366.7106817433114
2021,7,8,454.08,0,2021-07-08,407.9968939144371
2021,7,9,390.26,0,2021-07-09,407.9968939144371
2021,7,10,400.15,0,2021-07-10,407.9968939144371
2021,7,11,408.4,0,2021-07-11,407.9968939144371
2021,7,9,390.26,0,2021-07-09,438.71896463814574
2021,7,10,400.15,0,2021-07-10,438.71896463814574
2021,7,11,408.4,0,2021-07-11,438.71896463814574
2021,7,12,431.64,0,2021-07-12,438.71896463814574
2021,7,10,400.15,0,2021-07-10,406.4129882127152
2021,7,11,408.4,0,2021-07-11,406.4129882127152
2021,7,12,431.64,0,2021-07-12,406.4129882127152
2021,7,13,417.31,0,2021-07-13,406.4129882127152
2021,7,11,408.4,0,2021-07-11,402.2376627375717
2021,7,12,431.64,0,2021-07-12,402.2376627375717
2021,7,13,417.31,0,2021-07-13,402.2376627375717
2021,7,14,385.23,0,2021-07-14,402.2376627375717
2021,7,12,431.64,0,2021-07-12,406.34588757919056
2021,7,13,417.31,0,2021-07-13,406.34588757919056
2021,7,14,385.23,0,2021-07-14,406.34588757919056
2021,7,15,363.92,0,2021-07-15,406.34588757919056
2021,7,13,417.31,0,2021-07-13,423.2086291930635
2021,7,14,385.23,0,2021-07-14,423.2086291930635
2021,7,15,363.92,0,2021-07-15,423.2086291930635
2021,7,16,318.65,0,2021-07-16,423.2086291930635
2021,7,14,385.23,0,2021-07-14,419.2762097310212
2021,7,15,363.92,0,2021-07-15,419.2762097310212
2021,7,16,318.65,0,2021-07-16,419.2762097310212
2021,7,17,247.77,0,2021-07-17,419.2762097310212
2021,7,15,363.92,0,2021-07-15,396.5787365770071
2021,7,16,318.65,0,2021-07-16,396.5787365770071
2021,7,17,247.77,0,2021-07-17,396.5787365770071
2021,7,18,276.14,0,2021-07-18,396.5787365770071
2021,7,16,318.65,0,2021-07-16,374.80624552566906
2021,7,17,247.77,0,2021-07-17,374.80624552566906
2021,7,18,276.14,0,2021-07-18,374.80624552566906
2021,7,19,381.98,0,2021-07-19,374.80624552566906
2021,7,17,247.77,0,2021-07-17,337.36874850855634
2021,7,18,276.14,0,2021-07-18,337.36874850855634
2021,7,19,381.98,0,2021-07-19,337.36874850855634
2021,7,20,405.63,0,2021-07-20,337.36874850855634
2021,7,18,276.14,0,2021-07-18,277.6362495028521
2021,7,19,381.98,0,2021-07-19,277.6362495028521
2021,7,20,405.63,0,2021-07-20,277.6362495028521
2021,7,21,429.66,0,2021-07-21,277.6362495028521
2021,7,19,381.98,0,2021-07-19,276.638749834284
2021,7,20,405.63,0,2021-07-20,276.638749834284
2021,7,21,429.66,0,2021-07-21,276.638749834284
2021,7,22,433.13,0,2021-07-22,276.638749834284
2021,7,20,405.63,0,2021-07-20,346.86624994476136
2021,7,21,429.66,0,2021-07-21,346.86624994476136
2021,7,22,433.13,0,2021-07-22,346.86624994476136
2021,7,23,380.82,0,2021-07-23,346.86624994476136
2021,7,21,429.66,0,2021-07-21,386.0420833149205
2021,7,22,433.13,0,2021-07-22,386.0420833149205
2021,7,23,380.82,0,2021-07-23,386.0420833149205
2021,7,24,315.64,0,2021-07-24,386.0420833149205
2021,7,22,433.13,0,2021-07-22,415.1206944383068
2021,7,23,380.82,0,2021-07-23,415.1206944383068
2021,7,24,315.64,0,2021-07-24,415.1206944383068
2021,7,25,379.18,0,2021-07-25,415.1206944383068
2021,7,23,380.82,0,2021-07-23,427.1268981461023
2021,7,24,315.64,0,2021-07-24,427.1268981461023
2021,7,25,379.18,0,2021-07-25,427.1268981461023
2021,7,26,409.39,0,2021-07-26,427.1268981461023
2021,7,24,315.64,0,2021-07-24,396.2556327153674
2021,7,25,379.18,0,2021-07-25,396.2556327153674
2021,7,26,409.39,0,2021-07-26,396.2556327153674
2021,7,27,390.06,0,2021-07-27,396.2556327153674
2021,7,25,379.18,0,2021-07-25,342.5118775717892
2021,7,26,409.39,0,2021-07-26,342.5118775717892
2021,7,27,390.06,0,2021-07-27,342.5118775717892
2021,7,28,228.16,0,2021-07-28,342.5118775717892
2021,7,26,409.39,0,2021-07-26,366.9572925239297
2021,7,27,390.06,0,2021-07-27,366.9572925239297
2021,7,28,228.16,0,2021-07-28,366.9572925239297
2021,7,29,229.49,0,2021-07-29,366.9572925239297
2021,7,27,390.06,0,2021-07-27,395.2457641746432
2021,7,28,228.16,0,2021-07-28,395.2457641746432
2021,7,29,229.49,0,2021-07-29,395.2457641746432
2021,7,30,225.2,0,2021-07-30,395.2457641746432
2021,7,28,228.16,0,2021-07-28,391.7885880582144
2021,7,29,229.49,0,2021-07-29,391.7885880582144
2021,7,30,225.2,0,2021-07-30,391.7885880582144
2021,7,31,226.9,0,2021-07-31,391.7885880582144
2021,7,29,229.49,0,2021-07-29,282.70286268607146
2021,7,30,225.2,0,2021-07-30,282.70286268607146
2021,7,31,226.9,0,2021-07-31,282.70286268607146
2021,8,1,259.63,0,2021-08-01,282.70286268607146
2021,7,30,225.2,0,2021-07-30,247.2276208953572
2021,7,31,226.9,0,2021-07-31,247.2276208953572
2021,8,1,259.63,0,2021-08-01,247.2276208953572
2021,8,2,370.91,0,2021-08-02,247.2276208953572
2021,7,31,226.9,0,2021-07-31,232.5425402984524
2021,8,1,259.63,0,2021-08-01,232.5425402984524
2021,8,2,370.91,0,2021-08-02,232.5425402984524
2021,8,3,435.42,0,2021-08-03,232.5425402984524
2021,8,1,259.63,0,2021-08-01,228.7808467661508
2021,8,2,370.91,0,2021-08-02,228.7808467661508
2021,8,3,435.42,0,2021-08-03,228.7808467661508
2021,8,4,440.21,0,2021-08-04,228.7808467661508
2021,8,2,370.91,0,2021-08-02,249.34694892205027
2021,8,3,435.42,0,2021-08-03,249.34694892205027
2021,8,4,440.21,0,2021-08-04,249.34694892205027
2021,8,5,328.76,0,2021-08-05,249.34694892205027
2021,8,3,435.42,0,2021-08-03,330.3889829740168
2021,8,4,440.21,0,2021-08-04,330.3889829740168
2021,8,5,328.76,0,2021-08-05,330.3889829740168
2021,8,6,278.36,0,2021-08-06,330.3889829740168
2021,8,4,440.21,0,2021-08-04,400.40966099133897
2021,8,5,328.76,0,2021-08-05,400.40966099133897
2021,8,6,278.36,0,2021-08-06,400.40966099133897
2021,8,7,206.94,0,2021-08-07,400.40966099133897
2021,8,5,328.76,0,2021-08-05,426.9432203304463
2021,8,6,278.36,0,2021-08-06,426.9432203304463
2021,8,7,206.94,0,2021-08-07,426.9432203304463
2021,8,8,179.98,0,2021-08-08,426.9432203304463
2021,8,6,278.36,0,2021-08-06,361.4877401101488
2021,8,7,206.94,0,2021-08-07,361.4877401101488
2021,8,8,179.98,0,2021-08-08,361.4877401101488
2021,8,9,288.4,0,2021-08-09,361.4877401101488
2021,8,7,206.94,0,2021-08-07,306.06924670338293
2021,8,8,179.98,0,2021-08-08,306.06924670338293
2021,8,9,288.4,0,2021-08-09,306.06924670338293
2021,8,10,402.5,0,2021-08-10,306.06924670338293
2021,8,8,179.98,0,2021-08-08,239.98308223446097
2021,8,9,288.4,0,2021-08-09,239.98308223446097
2021,8,10,402.5,0,2021-08-10,239.98308223446097
2021,8,11,437.54,0,2021-08-11,239.98308223446097
2021,8,9,288.4,0,2021-08-09,199.98102741148696
2021,8,10,402.5,0,2021-08-10,199.98102741148696
2021,8,11,437.54,0,2021-08-11,199.98102741148696
2021,8,12,422.64,0,2021-08-12,199.98102741148696
2021,8,10,402.5,0,2021-08-10,258.9270091371623
2021,8,11,437.54,0,2021-08-11,258.9270091371623
2021,8,12,422.64,0,2021-08-12,258.9270091371623
2021,8,13,340.16,0,2021-08-13,258.9270091371623
2021,8,11,437.54,0,2021-08-11,354.6423363790541
2021,8,12,422.64,0,2021-08-12,354.6423363790541
2021,8,13,340.16,0,2021-08-13,354.6423363790541
2021,8,14,328.01,0,2021-08-14,354.6423363790541
2021,8,12,422.64,0,2021-08-12,409.9074454596847
2021,8,13,340.16,0,2021-08-13,409.9074454596847
2021,8,14,328.01,0,2021-08-14,409.9074454596847
2021,8,15,315.57,0,2021-08-15,409.9074454596847
2021,8,13,340.16,0,2021-08-13,418.39581515322817
2021,8,14,328.01,0,2021-08-14,418.39581515322817
2021,8,15,315.57,0,2021-08-15,418.39581515322817
2021,8,16,188.53,0,2021-08-16,418.39581515322817
2021,8,14,328.01,0,2021-08-14,366.2386050510761
2021,8,15,315.57,0,2021-08-15,366.2386050510761
2021,8,16,188.53,0,2021-08-16,366.2386050510761
2021,8,17,212.22,0,2021-08-17,366.2386050510761
2021,8,15,315.57,0,2021-08-15,340.7528683503587
2021,8,16,188.53,0,2021-08-16,340.7528683503587
2021,8,17,212.22,0,2021-08-17,340.7528683503587
2021,8,18,234.43,0,2021-08-18,340.7528683503587
2021,8,16,188.53,0,2021-08-16,323.9642894501196
2021,8,17,212.22,0,2021-08-17,323.9642894501196
2021,8,18,234.43,0,2021-08-18,323.9642894501196
2021,8,19,375.52,0,2021-08-19,323.9642894501196
2021,8,17,212.22,0,2021-08-17,233.6747631500399
2021,8,18,234.43,0,2021-08-18,233.6747631500399
2021,8,19,375.52,0,2021-08-19,233.6747631500399
2021,8,20,448.55,0,2021-08-20,233.6747631500399
2021,8,18,234.43,0,2021-08-18,219.37158771667995
2021,8,19,375.52,0,2021-08-19,219.37158771667995
2021,8,20,448.55,0,2021-08-20,219.37158771667995
2021,8,21,370.91,0,2021-08-21,219.37158771667995
2021,8,19,375.52,0,2021-08-19,229.41052923889333
2021,8,20,448.55,0,2021-08-20,229.41052923889333
2021,8,21,370.91,0,2021-08-21,229.41052923889333
2021,8,22,345.6,0,2021-08-22,229.41052923889333
2021,8,20,448.55,0,2021-08-20,326.8168430796311
2021,8,21,370.91,0,2021-08-21,326.8168430796311
2021,8,22,345.6,0,2021-08-22,326.8168430796311
2021,8,23,345.12,0,2021-08-23,326.8168430796311
2021,8,21,370.91,0,2021-08-21,407.9722810265437
2021,8,22,345.6,0,2021-08-22,407.9722810265437
2021,8,23,345.12,0,2021-08-23,407.9722810265437
2021,8,24,388.38,0,2021-08-24,407.9722810265437
2021,8,22,345.6,0,2021-08-22,383.2640936755146
2021,8,23,345.12,0,2021-08-23,383.2640936755146
2021,8,24,388.38,0,2021-08-24,383.2640936755146
2021,8,25,291.62,0,2021-08-25,383.2640936755146
2021,8,23,345.12,0,2021-08-23,358.1546978918382
2021,8,24,388.38,0,2021-08-24,358.1546978918382
2021,8,25,291.62,0,2021-08-25,358.1546978918382
2021,8,26,304.88,0,2021-08-26,358.1546978918382
2021,8,24,388.38,0,2021-08-24,349.4648992972794
2021,8,25,291.62,0,2021-08-25,349.4648992972794
2021,8,26,304.88,0,2021-08-26,349.4648992972794
2021,8,27,315.73,0,2021-08-27,349.4648992972794
2021,8,25,291.62,0,2021-08-25,375.40829976575975
2021,8,26,304.88,0,2021-08-26,375.40829976575975
2021,8,27,315.73,0,2021-08-27,375.40829976575975
2021,8,28,316.34,0,2021-08-28,375.40829976575975
2021,8,26,304.88,0,2021-08-26,319.54943325525323
2021,8,27,315.73,0,2021-08-27,319.54943325525323
2021,8,28,316.34,0,2021-08-28,319.54943325525323
2021,8,29,333.08,0,2021-08-29,319.54943325525323
2021,8,27,315.73,0,2021-08-27,309.7698110850844
2021,8,28,316.34,0,2021-08-28,309.7698110850844
2021,8,29,333.08,0,2021-08-29,309.7698110850844
2021,8,30,361.68,0,2021-08-30,309.7698110850844
2021,8,28,316.34,0,2021-08-28,313.74327036169484
2021,8,29,333.08,0,2021-08-29,313.74327036169484
2021,8,30,361.68,0,2021-08-30,313.74327036169484
2021,8,31,404.2,0,2021-08-31,313.74327036169484
2021,8,29,333.08,0,2021-08-29,315.4744234538983
2021,8,30,361.68,0,2021-08-30,315.4744234538983
2021,8,31,404.2,0,2021-08-31,315.4744234538983
2021,9,1,426.25,0,2021-09-01,315.4744234538983
2021,8,30,361.68,0,2021-08-30,327.2114744846328
2021,8,31,404.2,0,2021-08-31,327.2114744846328
2021,9,1,426.25,0,2021-09-01,327.2114744846328
2021,9,2,441.21,0,2021-09-02,327.2114744846328
2021,8,31,404.2,0,2021-08-31,350.1904914948776
2021,9,1,426.25,0,2021-09-01,350.1904914948776
2021,9,2,441.21,0,2021-09-02,350.1904914948776
2021,9,3,452.09,0,2021-09-03,350.1904914948776
2021,9,1,426.25,0,2021-09-01,386.1968304982925
2021,9,2,441.21,0,2021-09-02,386.1968304982925
2021,9,3,452.09,0,2021-09-03,386.1968304982925
2021,9,4,384.66,0,2021-09-04,386.1968304982925
2021,9,2,441.21,0,2021-09-02,412.8989434994308
2021,9,3,452.09,0,2021-09-03,412.8989434994308
2021,9,4,384.66,0,2021-09-04,412.8989434994308
2021,9,5,443.11,0,2021-09-05,412.8989434994308
2021,9,3,452.09,0,2021-09-03,431.77298116647694
2021,9,4,384.66,0,2021-09-04,431.77298116647694
2021,9,5,443.11,0,2021-09-05,431.77298116647694
2021,9,6,499.58,0,2021-09-06,431.77298116647694
2021,9,4,384.66,0,2021-09-04,445.3176603888257
2021,9,5,443.11,0,2021-09-05,445.3176603888257
2021,9,6,499.58,0,2021-09-06,445.3176603888257
2021,9,7,473.89,0,2021-09-07,445.3176603888257
2021,9,5,443.11,0,2021-09-05,404.8792201296085
2021,9,6,499.58,0,2021-09-06,404.8792201296085
2021,9,7,473.89,0,2021-09-07,404.8792201296085
2021,9,8,438.61,0,2021-09-08,404.8792201296085
2021,9,6,499.58,0,2021-09-06,430.3664067098695
2021,9,7,473.89,0,2021-09-07,430.3664067098695
2021,9,8,438.61,0,2021-09-08,430.3664067098695
2021,9,9,458.56,0,2021-09-09,430.3664067098695
2021,9,7,473.89,0,2021-09-07,476.5088022366231
2021,9,8,438.61,0,2021-09-08,476.5088022366231
