year,month,day,Carbon intensity gCO₂eq/kWh (Life cycle),prediction,hour,date
2023,10,21,312.29,310.3774630623399,0,2023-10-21
2023,10,22,317.37,311.65248768744664,0,2023-10-22
2023,10,23,366.36,315.4641625624822,0,2023-10-23
2023,10,24,319.3,349.39472085416077,0,2023-10-24
2023,10,25,289.93,329.3315736180536,0,2023-10-25
2023,10,26,287.69,303.06385787268454,0,2023-10-26
2023,10,27,287.49,292.8146192908948,0,2023-10-27
2023,10,28,261.3,289.26487309696495,0,2023-10-28
2023,10,29,240.81,270.621624365655,0,2023-10-29
2023,10,30,290.97,250.74720812188502,0,2023-10-30
2023,10,31,348.64,277.562402707295,0,2023-10-31
2023,11,1,313.31,324.9474675690983,0,2023-11-01
2023,11,2,325.31,317.1891558563661,0,2023-11-02
2023,11,3,331.11,322.60305195212203,0,2023-11-03
2023,11,4,312.55,328.2743506507074,0,2023-11-04
2023,11,5,277.79,317.79145021690243,0,2023-11-05
2023,11,6,269.58,291.1238167389675,0,2023-11-06
2023,11,7,324.14,276.7612722463225,0,2023-11-07
2023,11,8,368.31,308.3470907487742,0,2023-11-08
2023,11,9,366.46,348.3223635829247,0,2023-11-09
2023,11,10,306.26,360.41412119430817,0,2023-11-10
2023,11,11,371.43,324.31137373143605,0,2023-11-11
2023,11,12,348.06,355.723791243812,0,2023-11-12
2023,11,13,349.36,350.6145970812707,0,2023-11-13
2023,11,14,336.19,349.77819902709024,0,2023-11-14
2023,11,15,327.09,340.7193996756967,0,2023-11-15
2023,11,16,370.45,331.63313322523226,0,2023-11-16
2023,11,17,350.31,357.5110444084107,0,2023-11-17
2023,11,18,360.92,352.7103481361369,0,2023-11-18
2023,11,19,300.79,358.18344937871234,0,2023-11-19
2023,11,20,331.71,319.92114979290415,0,2023-11-20
2023,11,21,335.92,327.7803832643014,0,2023-11-21
2023,11,22,368.72,333.2067944214338,0,2023-11-22
2023,11,23,329.18,356.8822648071446,0,2023-11-23
2023,11,24,340.24,338.41408826904825,0,2023-11-24
2023,11,25,325.15,339.63136275634946,0,2023-11-25
2023,11,26,308.24,329.97712091878316,0,2023-11-26
2023,11,27,319.01,315.48570697292774,0,2023-11-27
2023,11,28,327.12,317.8352356576426,0,2023-11-28
2023,11,29,372.31,324.02507855254754,0,2023-11-29
2023,11,30,355.66,356.21502618418253,0,2023-11-30
2023,12,1,364.74,355.8450087280609,0,2023-12-01
2023,12,2,371.34,361.77500290935365,0,2023-12-02
2023,12,3,311.62,368.15166763645124,0,2023-12-03
2023,12,4,281.92,330.46388921215043,0,2023-12-04
2023,12,5,278.39,298.1012964040502,0,2023-12-05
2023,12,6,291.2,284.96043213468334,0,2023-12-06
2023,12,7,320.43,289.12014404489446,0,2023-12-07
2023,12,8,274.44,309.99338134829816,0,2023-12-08
2023,12,9,238.12,286.2911271160994,0,2023-12-09
2023,12,10,248.43,254.17704237203316,0,2023-12-10
2023,12,11,241.71,250.34568079067773,0,2023-12-11
2023,12,12,330.88,244.58856026355923,0,2023-12-12
2023,12,13,361.41,302.11618675451973,0,2023-12-13
2023,12,14,373.64,341.64539558483995,0,2023-12-14
2023,12,15,368.94,362.9751318616133,0,2023-12-15
2023,12,16,379.88,366.95171062053777,0,2023-12-16
2023,12,17,393.15,375.57057020684596,0,2023-12-17
2023,12,18,350.31,387.2901900689487,0,2023-12-18
2023,12,19,344.73,362.6367300229829,0,2023-12-19
2023,12,20,289.82,350.69891000766097,0,2023-12-20
2023,12,21,320.72,310.11297000255365,0,2023-12-21
2023,12,22,358.93,317.18432333418457,0,2023-12-22
2023,12,23,382.41,345.0147744447282,0,2023-12-23
2023,12,24,351.71,369.9449248149094,0,2023-12-24
2023,12,25,302.5,357.7883082716365,0,2023-12-25
2023,12,26,279.35,320.9294360905455,0,2023-12-26
2023,12,27,318.69,293.20981203018187,0,2023-12-27
2023,12,28,330.06,310.19660401006064,0,2023-12-28
2023,12,29,362.88,323.43886800335355,0,2023-12-29
2023,12,30,328.43,349.7329560011178,0,2023-12-30
2023,12,31,274.86,335.5309853337059,0,2023-12-31
2024,1,1,301.3,295.083661777902,0,2024-01-01
2024,1,2,319.03,299.22788725930064,0,2024-01-02
2024,1,3,369.24,312.4292957531002,0,2024-01-03
2024,1,4,357.05,350.30309858436675,0,2024-01-04
2024,1,5,381.6,354.80103286145555,0,2024-01-05
2024,1,6,369.55,372.66701095381853,0,2024-01-06
2024,1,7,394.69,370.58900365127283,0,2024-01-07
2024,1,8,380.89,386.65633455042433,0,2024-01-08
2024,1,9,392.65,382.8121115168081,0,2024-01-09
2024,1,10,359.53,389.370703838936,0,2024-01-10
2024,1,11,358.59,369.4769012796453,0,2024-01-11
2024,1,12,376.46,362.2189670932151,0,2024-01-12
2024,1,13,374.43,371.7129890310717,0,2024-01-13
2024,1,14,339.42,373.5243296770239,0,2024-01-14
2024,1,15,361.21,350.7881098923413,0,2024-01-15
2024,1,16,389.03,357.73603663078046,0,2024-01-16
2024,1,17,400.89,378.59867887692684,0,2024-01-17
2024,1,18,387.44,393.45955962564227,0,2024-01-18
2024,1,19,410.24,389.4465198752141,0,2024-01-19
2024,1,20,383.99,403.3088399584047,0,2024-01-20
2024,1,21,356.25,390.4296133194682,0,2024-01-21
2024,1,22,307.97,367.64320443982274,0,2024-01-22
2024,1,23,366.24,327.8610681466076,0,2024-01-23
2024,1,24,352.65,353.44702271553587,0,2024-01-24
2024,1,25,355.02,352.91567423851194,0,2024-01-25
2024,1,26,366.24,354.31855807950393,0,2024-01-26
2024,1,27,397.8,362.2661860265013,0,2024-01-27
2024,1,28,402.92,385.9553953421671,0,2024-01-28
2024,1,29,380.75,397.26513178072236,0,2024-01-29
2024,1,30,385.53,386.2550439269075,0,2024-01-30
2024,1,31,407.66,385.77168130896916,0,2024-01-31
2024,2,1,394.15,400.36389376965644,0,2024-02-01
2024,2,2,400.1,396.2212979232188,0,2024-02-02
2024,2,3,401.89,398.80709930773963,0,2024-02-03
2024,2,4,435.46,400.8623664359132,0,2024-02-04
2024,2,5,391.85,423.92745547863774,0,2024-02-05
2024,2,6,402.46,402.54248515954595,0,2024-02-06
2024,2,7,422.86,402.48749505318193,0,2024-02-07
2024,2,8,392.6,416.0691650177273,0,2024-02-08
2024,2,9,394.59,400.42305500590913,0,2024-02-09
2024,2,10,385.49,396.53435166863636,0,2024-02-10
2024,2,11,410.99,389.17145055621216,0,2024-02-11
2024,2,12,410.61,403.7171501854041,0,2024-02-12
2024,2,13,400.02,408.3123833951347,0,2024-02-13
2024,2,14,356.09,402.7841277983782,0,2024-02-14
2024,2,15,351.07,371.6547092661261,0,2024-02-15
2024,2,16,400.52,357.9315697553754,0,2024-02-16
2024,2,17,377.19,386.32385658512516,0,2024-02-17
2024,2,18,409.32,380.2346188617084,0,2024-02-18
2024,2,19,427.54,399.62487295390275,0,2024-02-19
2024,2,20,416.24,418.23495765130093,0,2024-02-20
2024,2,21,419.4,416.904985883767,0,2024-02-21
2024,2,22,379.58,418.5683286279223,0,2024-02-22
2024,2,23,403.78,392.5761095426408,0,2024-02-23
2024,2,24,408.22,400.0453698475469,0,2024-02-24
2024,2,25,384.77,405.49512328251564,0,2024-02-25
2024,2,26,385.88,391.67837442750516,0,2024-02-26
2024,2,27,430.15,387.812791475835,0,2024-02-27
2024,2,28,421.81,416.0375971586116,0,2024-02-28
2024,2,29,407.16,419.8858657195372,0,2024-02-29
2024,3,1,403.84,411.4019552398458,0,2024-03-01
2024,3,2,374.18,406.36065174661525,0,2024-03-02
2024,3,3,393.32,384.9068839155384,0,2024-03-03
2024,3,4,439.51,390.5156279718461,0,2024-03-04
2024,3,5,415.31,423.178542657282,0,2024-03-05
2024,3,6,399.12,417.93284755242735,0,2024-03-06
2024,3,7,390.87,405.39094918414247,0,2024-03-07
2024,3,8,387.07,395.7103163947142,0,2024-03-08
2024,3,9,402.44,389.9501054649047,0,2024-03-09
2024,3,10,442.53,398.27670182163484,0,2024-03-10
2024,3,11,425.16,427.7789006072116,0,2024-03-11
2024,3,12,423.53,426.03296686907055,0,2024-03-12
2024,3,13,418.09,424.36432228969016,0,2024-03-13
2024,3,14,436.91,420.18144076323006,0,2024-03-14
2024,3,15,459.48,431.3338135877434,0,2024-03-15
2024,3,16,424.31,450.09793786258115,0,2024-03-16
2024,3,17,407.97,432.90597928752703,0,2024-03-17
2024,3,18,410.53,416.2819930958424,0,2024-03-18
2024,3,19,429.94,412.44733103194744,0,2024-03-19
2024,3,20,443.79,424.1091103439824,0,2024-03-20
2024,3,21,414.02,437.22970344799415,0,2024-03-21
2024,3,22,379.26,421.75656781599804,0,2024-03-22
2024,3,23,322.72,393.4255226053327,0,2024-03-23
2024,3,24,321.23,346.2885075351109,0,2024-03-24
2024,3,25,380.14,329.582835845037,0,2024-03-25
2024,3,26,372.81,363.2876119483456,0,2024-03-26
2024,3,27,398.8,369.6358706494486,0,2024-03-27
2024,3,28,427.07,389.0786235498162,0,2024-03-28
2024,3,29,432.61,414.4062078499387,0,2024-03-29
2024,3,30,405.87,426.5420692833129,0,2024-03-30
2024,3,31,420.02,412.7606897611043,0,2024-03-31
2024,4,1,411.83,417.60022992036806,0,2024-04-01
2024,4,2,392.09,413.75340997345603,0,2024-04-02
2024,4,3,393.09,399.3111366578187,0,2024-04-03
2024,4,4,392.36,395.16371221927284,0,2024-04-04
2024,4,5,425.6,393.2945707397576,0,2024-04-05
2024,4,6,399.81,414.8315235799192,0,2024-04-06
2024,4,7,377.59,404.81717452663975,0,2024-04-07
2024,4,8,365.6,386.66572484221325,0,2024-04-08
2024,4,9,375.31,372.6219082807377,0,2024-04-09
2024,4,10,423.45,374.4139694269126,0,2024-04-10
2024,4,11,400.29,407.1046564756375,0,2024-04-11
2024,4,12,400.28,402.5615521585458,0,2024-04-12
2024,4,13,397.19,401.0405173861819,0,2024-04-13
2024,4,14,374.1,398.473505795394,0,2024-04-14
2024,4,15,334.37,382.224501931798,0,2024-04-15
2024,4,16,410.24,350.32150064393267,0,2024-04-16
2024,4,17,371.97,390.2671668813109,0,2024-04-17
2024,4,18,364.66,378.06905562710364,0,2024-04-18
2024,4,19,312.05,369.12968520903456,0,2024-04-19
2024,4,20,341.78,331.0765617363449,0,2024-04-20
2024,4,21,351.01,338.2121872454483,0,2024-04-21
2024,4,22,368.34,346.7440624151495,0,2024-04-22
2024,4,23,399.65,361.1413541383831,0,2024-04-23
2024,4,24,391.39,386.81378471279436,0,2024-04-24
2024,4,25,348.98,389.8645949042648,0,2024-04-25
2024,4,26,346.3,362.6081983014216,0,2024-04-26
2024,4,27,333.23,351.73606610047386,0,2024-04-27
2024,4,28,296.88,339.39868870015795,0,2024-04-28
2024,4,29,300.52,311.052896233386,0,2024-04-29
2024,4,30,319.36,304.03096541112865,0,2024-04-30
2024,5,1,349.54,314.25032180370954,0,2024-05-01
2024,5,2,321.96,337.77677393456986,0,2024-05-02
2024,5,3,369.49,327.2322579781899,0,2024-05-03
2024,5,4,274.83,355.40408599272996,0,2024-05-04
2024,5,5,302.71,301.6880286642433,0,2024-05-05
2024,5,6,335.36,302.36934288808106,0,2024-05-06
2024,5,7,330.38,324.36311429602705,0,2024-05-07
2024,5,8,364.86,328.374371432009,0,2024-05-08
2024,5,9,372.37,352.69812381066964,0,2024-05-09
2024,5,10,382.26,365.81270793688986,0,2024-05-10
2024,5,11,405.07,376.77756931229663,0,2024-05-11
2024,5,12,405.86,395.63918977076554,0,2024-05-12
2024,5,13,392.02,402.4530632569219,0,2024-05-13
2024,5,14,416.28,395.4976877523073,0,2024-05-14
2024,5,15,375.16,409.3525625841024,0,2024-05-15
2024,5,16,416.97,386.5575208613675,0,2024-05-16
2024,5,17,407.04,406.83250695378916,0,2024-05-17
2024,5,18,447.19,406.9708356512631,0,2024-05-18
2024,5,19,414.07,433.7836118837543,0,2024-05-19
2024,5,20,390.36,420.64120396125145,0,2024-05-20
2024,5,21,394.54,400.4537346537505,0,2024-05-21
2024,5,22,447.14,396.5112448845835,0,2024-05-22
2024,5,23,420.66,430.26374829486116,0,2024-05-23
2024,5,24,399.74,423.86124943162037,0,2024-05-24
2024,5,25,414.69,407.78041647720676,0,2024-05-25
2024,5,26,415.8,412.3868054924023,0,2024-05-26
2024,5,27,426.0,414.66226849746744,0,2024-05-27
2024,5,28,403.57,422.2207561658225,0,2024-05-28
2024,5,29,385.59,409.7869187219408,0,2024-05-29
2024,5,30,395.54,393.6556395739803,0,2024-05-30
2024,5,31,391.67,394.9118798579934,0,2024-05-31
2024,6,1,387.99,392.7506266193312,0,2024-06-01
2024,6,2,342.71,389.57687553977706,0,2024-06-02
2024,6,3,354.19,358.33229184659234,0,2024-06-03
2024,6,4,399.75,355.5707639488641,0,2024-06-04
2024,6,5,412.98,385.0235879829547,0,2024-06-05
2024,6,6,372.45,403.66119599431823,0,2024-06-06
2024,6,7,376.12,382.85373199810607,0,2024-06-07
2024,6,8,383.12,378.364577332702,0,2024-06-08
2024,6,9,396.33,381.5348591109007,0,2024-06-09
2024,6,10,357.19,391.39828637030024,0,2024-06-10
2024,6,11,435.63,368.59276212343343,0,2024-06-11
2024,6,12,413.23,413.2842540411445,0,2024-06-12
2024,6,13,374.5,413.2480846803815,0,2024-06-13
2024,6,14,403.23,387.4160282267938,0,2024-06-14
2024,6,15,410.52,397.9586760755979,0,2024-06-15
2024,6,16,420.93,406.33289202519927,0,2024-06-16
2024,6,17,399.93,416.06429734173315,0,2024-06-17
2024,6,18,390.7,405.30809911391106,0,2024-06-18
2024,6,19,410.49,395.56936637130366,0,2024-06-19
2024,6,20,386.45,405.51645545710124,0,2024-06-20
2024,6,21,417.54,392.80548515236705,0,2024-06-21
2024,6,22,404.21,409.29516171745564,0,2024-06-22
2024,6,23,347.15,405.90505390581853,0,2024-06-23
2024,6,24,339.8,366.73501796860614,0,2024-06-24
2024,6,25,394.8,348.77833932286876,0,2024-06-25
2024,6,26,341.32,379.45944644095624,0,2024-06-26
2024,6,27,376.31,354.0331488136521,0,2024-06-27
2024,6,28,356.88,368.884382937884,0,2024-06-28
2024,6,29,378.56,360.8814609792947,0,2024-06-29
2024,6,30,366.17,372.6671536597649,0,2024-06-30
2024,7,1,317.49,368.3357178865883,0,2024-07-01
2024,7,2,387.8,334.4385726288628,0,2024-07-02
2024,7,3,346.42,370.01285754295424,0,2024-07-03
2024,7,4,377.84,354.28428584765146,0,2024-07-04
2024,7,5,411.63,369.98809528255043,0,2024-07-05
2024,7,6,413.58,397.7493650941835,0,2024-07-06
2024,7,7,384.05,408.30312169806115,0,2024-07-07
2024,7,8,394.33,392.1343738993537,0,2024-07-08
2024,7,9,470.21,393.59812463311783,0,2024-07-09
2024,7,10,441.69,444.67270821103926,0,2024-07-10
2024,7,11,425.8,442.68423607034646,0,2024-07-11
2024,7,12,451.61,431.42807869011546,0,2024-07-12
2024,7,13,424.94,444.8826928967051,0,2024-07-13
2024,7,14,375.56,431.5875642989017,0,2024-07-14
2024,7,15,368.8,394.2358547663005,0,2024-07-15
2024,7,16,388.19,377.2786182554335,0,2024-07-16
2024,7,17,383.9,384.5528727518112,0,2024-07-17
2024,7,18,340.96,384.11762425060374,0,2024-07-18
2024,7,19,354.98,355.3458747502012,0,2024-07-19
2024,7,20,354.48,355.10195825006707,0,2024-07-20
2024,7,21,316.52,354.68731941668904,0,2024-07-21
