year,month,day,Carbon intensity gCO₂eq/kWh (Life cycle),hour,date,4_day_forecast
2023,10,21,647.83,0,2023-10-21,655.4299546693574
2023,10,22,649.49,0,2023-10-22,655.4299546693574
2023,10,23,655.79,0,2023-10-23,655.4299546693574
2023,10,24,652.47,0,2023-10-24,655.4299546693574
2023,10,22,649.49,0,2023-10-22,650.3633182231191
2023,10,23,655.79,0,2023-10-23,650.3633182231191
2023,10,24,652.47,0,2023-10-24,650.3633182231191
2023,10,25,662.6,0,2023-10-25,650.3633182231191
2023,10,23,655.79,0,2023-10-23,649.781106074373
2023,10,24,652.47,0,2023-10-24,649.781106074373
2023,10,25,662.6,0,2023-10-25,649.781106074373
2023,10,26,669.52,0,2023-10-26,649.781106074373
2023,10,24,652.47,0,2023-10-24,653.7870353581243
2023,10,25,662.6,0,2023-10-25,653.7870353581243
2023,10,26,669.52,0,2023-10-26,653.7870353581243
2023,10,27,670.88,0,2023-10-27,653.7870353581243
2023,10,25,662.6,0,2023-10-25,652.9090117860414
2023,10,26,669.52,0,2023-10-26,652.9090117860414
2023,10,27,670.88,0,2023-10-27,652.9090117860414
2023,10,28,668.2,0,2023-10-28,652.9090117860414
2023,10,26,669.52,0,2023-10-26,659.3696705953472
2023,10,27,670.88,0,2023-10-27,659.3696705953472
2023,10,28,668.2,0,2023-10-28,659.3696705953472
2023,10,29,669.62,0,2023-10-29,659.3696705953472
2023,10,27,670.88,0,2023-10-27,666.1365568651157
2023,10,28,668.2,0,2023-10-28,666.1365568651157
2023,10,29,669.62,0,2023-10-29,666.1365568651157
2023,10,30,673.25,0,2023-10-30,666.1365568651157
2023,10,28,668.2,0,2023-10-28,669.2988522883719
2023,10,29,669.62,0,2023-10-29,669.2988522883719
2023,10,30,673.25,0,2023-10-30,669.2988522883719
2023,10,31,675.97,0,2023-10-31,669.2988522883719
2023,10,29,669.62,0,2023-10-29,668.566284096124
2023,10,30,673.25,0,2023-10-30,668.566284096124
2023,10,31,675.97,0,2023-10-31,668.566284096124
2023,11,1,682.84,0,2023-11-01,668.566284096124
2023,10,30,673.25,0,2023-10-30,669.2687613653746
2023,10,31,675.97,0,2023-10-31,669.2687613653746
2023,11,1,682.84,0,2023-11-01,669.2687613653746
2023,11,2,687.48,0,2023-11-02,669.2687613653746
2023,10,31,675.97,0,2023-10-31,671.9229204551249
2023,11,1,682.84,0,2023-11-01,671.9229204551249
2023,11,2,687.48,0,2023-11-02,671.9229204551249
2023,11,3,688.48,0,2023-11-03,671.9229204551249
2023,11,1,682.84,0,2023-11-01,674.6209734850416
2023,11,2,687.48,0,2023-11-02,674.6209734850416
2023,11,3,688.48,0,2023-11-03,674.6209734850416
2023,11,4,685.74,0,2023-11-04,674.6209734850416
2023,11,2,687.48,0,2023-11-02,680.1003244950139
2023,11,3,688.48,0,2023-11-03,680.1003244950139
2023,11,4,685.74,0,2023-11-04,680.1003244950139
2023,11,5,677.41,0,2023-11-05,680.1003244950139
2023,11,3,688.48,0,2023-11-03,685.0201081650047
2023,11,4,685.74,0,2023-11-04,685.0201081650047
2023,11,5,677.41,0,2023-11-05,685.0201081650047
2023,11,6,677.23,0,2023-11-06,685.0201081650047
2023,11,4,685.74,0,2023-11-04,687.3267027216683
2023,11,5,677.41,0,2023-11-05,687.3267027216683
2023,11,6,677.23,0,2023-11-06,687.3267027216683
2023,11,7,679.44,0,2023-11-07,687.3267027216683
2023,11,5,677.41,0,2023-11-05,686.2689009072228
2023,11,6,677.23,0,2023-11-06,686.2689009072228
2023,11,7,679.44,0,2023-11-07,686.2689009072228
2023,11,8,680.62,0,2023-11-08,686.2689009072228
2023,11,6,677.23,0,2023-11-06,680.3629669690743
2023,11,7,679.44,0,2023-11-07,680.3629669690743
2023,11,8,680.62,0,2023-11-08,680.3629669690743
2023,11,9,683.77,0,2023-11-09,680.3629669690743
2023,11,7,679.44,0,2023-11-07,678.2743223230248
2023,11,8,680.62,0,2023-11-08,678.2743223230248
2023,11,9,683.77,0,2023-11-09,678.2743223230248
2023,11,10,671.15,0,2023-11-10,678.2743223230248
2023,11,8,680.62,0,2023-11-08,679.0514407743416
2023,11,9,683.77,0,2023-11-09,679.0514407743416
2023,11,10,671.15,0,2023-11-10,679.0514407743416
2023,11,11,658.4,0,2023-11-11,679.0514407743416
2023,11,9,683.77,0,2023-11-09,680.0971469247805
2023,11,10,671.15,0,2023-11-10,680.0971469247805
2023,11,11,658.4,0,2023-11-11,680.0971469247805
2023,11,12,645.33,0,2023-11-12,680.0971469247805
2023,11,10,671.15,0,2023-11-10,682.5457156415936
2023,11,11,658.4,0,2023-11-11,682.5457156415936
2023,11,12,645.33,0,2023-11-12,682.5457156415936
2023,11,13,633.92,0,2023-11-13,682.5457156415936
2023,11,11,658.4,0,2023-11-11,674.9485718805312
2023,11,12,645.33,0,2023-11-12,674.9485718805312
2023,11,13,633.92,0,2023-11-13,674.9485718805312
2023,11,14,654.99,0,2023-11-14,674.9485718805312
2023,11,12,645.33,0,2023-11-12,663.9161906268437
2023,11,13,633.92,0,2023-11-13,663.9161906268437
2023,11,14,654.99,0,2023-11-14,663.9161906268437
2023,11,15,663.53,0,2023-11-15,663.9161906268437
2023,11,13,633.92,0,2023-11-13,651.5253968756145
2023,11,14,654.99,0,2023-11-14,651.5253968756145
2023,11,15,663.53,0,2023-11-15,651.5253968756145
2023,11,16,672.31,0,2023-11-16,651.5253968756145
2023,11,14,654.99,0,2023-11-14,639.7884656252048
2023,11,15,663.53,0,2023-11-15,639.7884656252048
2023,11,16,672.31,0,2023-11-16,639.7884656252048
2023,11,17,673.57,0,2023-11-17,639.7884656252048
2023,11,15,663.53,0,2023-11-15,649.9228218750683
2023,11,16,672.31,0,2023-11-16,649.9228218750683
2023,11,17,673.57,0,2023-11-17,649.9228218750683
2023,11,18,677.43,0,2023-11-18,649.9228218750683
2023,11,16,672.31,0,2023-11-16,658.9942739583561
2023,11,17,673.57,0,2023-11-17,658.9942739583561
2023,11,18,677.43,0,2023-11-18,658.9942739583561
2023,11,19,669.36,0,2023-11-19,658.9942739583561
2023,11,17,673.57,0,2023-11-17,667.8714246527853
2023,11,18,677.43,0,2023-11-18,667.8714246527853
2023,11,19,669.36,0,2023-11-19,667.8714246527853
2023,11,20,671.93,0,2023-11-20,667.8714246527853
2023,11,18,677.43,0,2023-11-18,671.6704748842618
2023,11,19,669.36,0,2023-11-19,671.6704748842618
2023,11,20,671.93,0,2023-11-20,671.6704748842618
2023,11,21,681.47,0,2023-11-21,671.6704748842618
2023,11,19,669.36,0,2023-11-19,675.510158294754
2023,11,20,671.93,0,2023-11-20,675.510158294754
2023,11,21,681.47,0,2023-11-21,675.510158294754
