year,month,day,carbon_intensity,prediction,hour,date
2021,7,2,723.9,690.3670221951803,0,2021-07-02
2021,7,3,697.97,712.7223407317268,0,2021-07-03
2021,7,4,754.78,702.8874469105757,0,2021-07-04
2021,7,5,755.84,737.4824823035252,0,2021-07-05
2021,7,6,729.73,749.7208274345085,0,2021-07-06
2021,7,7,665.11,736.3936091448362,0,2021-07-07
2021,7,8,746.51,688.8712030482787,0,2021-07-08
2021,7,9,708.1,727.2970676827596,0,2021-07-09
2021,7,10,674.68,714.4990225609199,0,2021-07-10
2021,7,11,742.26,687.9530075203065,0,2021-07-11
2021,7,12,703.43,724.1576691734355,0,2021-07-12
2021,7,13,741.94,710.3392230578119,0,2021-07-13
2021,7,14,711.89,731.4064076859373,0,2021-07-14
2021,7,15,727.99,718.3954692286458,0,2021-07-15
2021,7,16,763.57,724.7918230762152,0,2021-07-16
2021,7,17,741.93,750.6439410254052,0,2021-07-17
2021,7,18,682.85,744.8346470084683,0,2021-07-18
2021,7,19,694.39,703.5115490028228,0,2021-07-19
2021,7,20,733.03,697.4305163342742,0,2021-07-20
2021,7,21,682.42,721.163505444758,0,2021-07-21
2021,7,22,741.97,695.3345018149193,0,2021-07-22
2021,7,23,764.65,726.4248339383065,0,2021-07-23
2021,7,24,743.54,751.9082779794354,0,2021-07-24
2021,7,25,651.43,746.329425993145,0,2021-07-25
2021,7,26,694.67,683.063141997715,0,2021-07-26
2021,7,27,741.04,690.8010473325717,0,2021-07-27
2021,7,28,749.32,724.2936824441905,0,2021-07-28
2021,7,29,677.57,740.9778941480636,0,2021-07-29
2021,7,30,673.61,698.7059647160213,0,2021-07-30
2021,7,31,738.38,681.9753215720071,0,2021-07-31
2021,8,1,640.58,719.5784405240024,0,2021-08-01
2021,8,2,698.55,666.9128135080008,0,2021-08-02
2021,8,3,685.45,688.0042711693336,0,2021-08-03
2021,8,4,770.41,686.3014237231113,0,2021-08-04
2021,8,5,764.12,742.3738079077037,0,2021-08-05
2021,8,6,663.7,756.8712693025678,0,2021-08-06
2021,8,7,683.47,694.7570897675226,0,2021-08-07
2021,8,8,623.79,687.2323632558409,0,2021-08-08
2021,8,9,697.69,644.9374544186136,0,2021-08-09
2021,8,10,734.81,680.1058181395379,0,2021-08-10
2021,8,11,741.57,716.5752727131793,0,2021-08-11
2021,8,12,724.32,733.2384242377265,0,2021-08-12
2021,8,13,730.34,727.2928080792421,0,2021-08-13
2021,8,14,648.29,729.3242693597473,0,2021-08-14
2021,8,15,706.66,675.3014231199157,0,2021-08-15
2021,8,16,637.97,696.2071410399718,0,2021-08-16
2021,8,17,647.29,657.3823803466572,0,2021-08-17
2021,8,18,567.18,650.654126782219,0,2021-08-18
2021,8,19,590.87,595.0047089274063,0,2021-08-19
2021,8,20,713.08,592.2482363091355,0,2021-08-20
2021,8,21,743.58,672.8027454363786,0,2021-08-21
2021,8,22,742.56,719.9875818121262,0,2021-08-22
2021,8,23,678.34,735.0358606040421,0,2021-08-23
2021,8,24,638.82,697.2386202013473,0,2021-08-24
2021,8,25,740.46,658.2928734004491,0,2021-08-25
2021,8,26,659.06,713.0709578001497,0,2021-08-26
2021,8,27,749.77,677.0636526000499,0,2021-08-27
2021,8,28,762.85,725.5345508666833,0,2021-08-28
2021,8,29,746.75,750.4115169555611,0,2021-08-29
2021,8,30,755.32,747.9705056518537,0,2021-08-30
2021,8,31,655.5,752.8701685506179,0,2021-08-31
2021,9,1,644.94,687.956722850206,0,2021-09-01
2021,9,2,689.41,659.2789076167354,0,2021-09-02
2021,9,3,685.82,679.3663025389118,0,2021-09-03
2021,9,4,734.59,683.6687675129706,0,2021-09-04
2021,9,5,687.96,717.6162558376569,0,2021-09-05
2021,9,6,676.49,697.8454186125523,0,2021-09-06
2021,9,7,715.97,683.6084728708507,0,2021-09-07
