date,hour_sin,hour_cos,month_sin,month_cos,weekend,temperature_2m,relative_humidity_2m,dew_point_2m,wind_speed_10m,precipitation,cloud_cover,DSWRF_W_m2,carbon_intensity
2020-01-01 00:00:00,0.0,1.0,-0.008601105865717279,0.9999630098048061,0.0,11.6,85.49669,9.25,33.809345,0.0,69.0,0.0,69.56
2020-01-01 01:00:00,0.25881904510252074,0.9659258262890683,-0.007884362571049703,0.9999689179303766,0.0,11.3,86.624886,9.15,31.259941,0.0,100.0,0.0,68.01
2020-01-01 02:00:00,0.49999999999999994,0.8660254037844387,-0.007167615225801525,0.9999743123160588,0.0,11.25,86.61998,9.1,35.87197,0.0,100.0,0.0,67.4
2020-01-01 03:00:00,0.7071067811865475,0.7071067811865476,-0.006450864198092206,0.9999791929590824,0.0,11.5,86.64452,9.35,33.847656,0.0,100.0,0.0,67.37
2020-01-01 04:00:00,0.8660254037844386,0.5000000000000001,-0.005734109856270471,0.999983559856939,0.0,12.4,84.16062,9.8,27.609911,0.0,97.0,0.0,69.83
2020-01-01 05:00:00,0.9659258262890682,0.25881904510252096,-0.005017352568459372,0.9999874130073857,0.0,12.45,87.317764,10.4,21.924562,0.0,100.0,0.0,71.97
2020-01-01 06:00:00,1.0,6.123233995736766e-17,-0.004300592703010851,0.9999907524084425,0.0,12.35,89.36908,10.65,22.828087,0.0,100.0,0.0,72.51
2020-01-01 07:00:00,0.9659258262890683,-0.25881904510252063,-0.0035838306280507994,0.9999935780583941,0.0,12.5,90.877335,11.05,26.072052,0.0,100.0,0.0,59.46
2020-01-01 08:00:00,0.8660254037844387,-0.4999999999999998,-0.0028670667118767747,0.9999958899557886,0.0,12.75,91.80116,11.45,24.66197,0.0,100.0,29.27,59.17
2020-01-01 09:00:00,0.7071067811865476,-0.7071067811865475,-0.0021503013227872794,0.9999976880994381,0.0,12.85,92.721405,11.7,25.140787,0.0,90.0,51.92,56.92
2020-01-01 10:00:00,0.5000000000000003,-0.8660254037844385,-0.001433534828911043,0.9999989724884193,0.0,13.0,92.12,11.75,28.673721,0.0,78.0,114.9,57.68
2020-01-01 11:00:00,0.258819045102521,-0.9659258262890682,-0.0007167675986047368,0.9999997431220718,0.0,12.95,92.72689,11.8,24.703976,0.0,100.0,149.57,59.63
2020-01-01 12:00:00,1.2246467991473532e-16,-1.0,1.964386723728472e-15,1.0,0.0,13.05,94.58192,12.2,28.357855,0.0,98.0,169.62,70.29
2020-01-01 13:00:00,-0.25881904510252035,-0.9659258262890684,0.0007167675986086656,0.9999997431220718,0.0,13.05,94.58192,12.2,28.876396,0.3,100.0,175.35,77.78
2020-01-01 14:00:00,-0.4999999999999997,-0.8660254037844388,0.001433534828914972,0.9999989724884193,0.0,13.05,94.58192,12.2,28.082308,0.0,100.0,154.2,78.45
2020-01-01 15:00:00,-0.7071067811865471,-0.7071067811865479,0.002150301322791208,0.9999976880994381,0.0,13.05,94.58192,12.2,26.564486,0.0,100.0,77.28,74.48
2020-01-01 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0028670667118807034,0.9999958899557886,0.0,13.1,94.27359,12.2,27.757378,0.0,100.0,19.73,73.65
2020-01-01 17:00:00,-0.9659258262890681,-0.2588190451025215,0.003583830628054728,0.9999935780583941,0.0,13.1,94.583984,12.25,27.757378,0.0,100.0,0.0,72.83
2020-01-01 18:00:00,-1.0,-1.8369701987210297e-16,0.0043005927029579364,0.9999907524084427,0.0,13.2,94.27795,12.3,29.533169,0.0,100.0,0.0,72.89
2020-01-01 19:00:00,-0.9659258262890684,0.2588190451025203,0.0050173525684633,0.9999874130073857,0.0,13.4,90.93844,11.95,35.261627,0.1,100.0,0.0,71.15
2020-01-01 20:00:00,-0.866025403784439,0.49999999999999933,0.005734109856274399,0.999983559856939,0.0,13.4,89.15668,11.65,33.233284,0.0,99.0,0.0,71.14
2020-01-01 21:00:00,-0.7071067811865477,0.7071067811865474,0.006450864198096136,0.9999791929590823,0.0,13.2,88.846275,11.4,29.68636,0.0,99.0,0.0,71.44
2020-01-01 22:00:00,-0.5000000000000004,0.8660254037844384,0.007167615225805454,0.9999743123160588,0.0,13.1,89.72432,11.45,30.096085,0.0,100.0,0.0,71.82
