date,hour_sin,hour_cos,month_sin,month_cos,weekend,temperature_2m,relative_humidity_2m,dew_point_2m,wind_speed_10m,precipitation,cloud_cover,DSWRF_W_m2,carbon_intensity
2020-01-01 00:00:00,0.0,1.0,-0.008601105865717279,0.9999630098048061,0.0,1.4354999,70.93184,-3.2645,16.62249,0.0,100.0,0.0,221.93
2020-01-01 01:00:00,0.25881904510252074,0.9659258262890683,-0.007884362571049703,0.9999689179303766,0.0,1.1854999,68.27882,-4.0145,19.694992,0.0,100.0,0.0,218.27
2020-01-01 02:00:00,0.49999999999999994,0.8660254037844387,-0.007167615225801525,0.9999743123160588,0.0,0.7855,66.92057,-4.6644998,21.273533,0.0,100.0,0.0,210.25
2020-01-01 03:00:00,0.7071067811865475,0.7071067811865476,-0.006450864198092206,0.9999791929590824,0.0,0.5355,70.48481,-4.2145,19.05281,0.0,100.0,0.0,201.89
2020-01-01 04:00:00,0.8660254037844386,0.5000000000000001,-0.005734109856270471,0.999983559856939,0.0,0.23549998,74.22301,-3.8144999,19.966211,0.0,99.0,0.0,193.28
2020-01-01 05:00:00,0.9659258262890682,0.25881904510252096,-0.005017352568459372,0.9999874130073857,0.0,0.23549998,72.57286,-4.1145,19.242327,0.0,98.0,0.0,186.86
2020-01-01 06:00:00,1.0,6.123233995736766e-17,-0.004300592703010851,0.9999907524084425,0.0,0.03549999,75.87171,-3.7145,15.281989,0.1,100.0,0.0,178.47
2020-01-01 07:00:00,0.9659258262890683,-0.25881904510252063,-0.0035838306280507994,0.9999935780583941,0.0,-0.064500004,75.5709,-3.8645,15.937878,0.1,76.0,0.0,173.9
2020-01-01 08:00:00,0.8660254037844387,-0.4999999999999998,-0.0028670667118767747,0.9999958899557886,0.0,-0.36450002,70.30002,-5.1145,19.930477,0.0,98.0,50.2,168.84
2020-01-01 09:00:00,0.7071067811865476,-0.7071067811865475,-0.0021503013227872794,0.9999976880994381,0.0,-0.5145,68.68791,-5.5645,19.486609,0.0,86.0,153.5,171.4
2020-01-01 10:00:00,0.5000000000000003,-0.8660254037844385,-0.001433534828911043,0.9999989724884193,0.0,-0.8645,69.40058,-5.7645,18.919704,0.0,91.0,253.32,176.39
2020-01-01 11:00:00,0.258819045102521,-0.9659258262890682,-0.0007167675986047368,0.9999997431220718,0.0,-1.1645,70.67053,-5.8145,17.76081,0.0,80.0,372.8,174.98
2020-01-01 12:00:00,1.2246467991473532e-16,-1.0,1.964386723728472e-15,1.0,0.0,0.03549999,63.775143,-6.0145,18.692286,0.0,87.0,389.42,175.46
2020-01-01 13:00:00,-0.25881904510252035,-0.9659258262890684,0.0007167675986086656,0.9999997431220718,0.0,-0.61450005,66.10003,-6.1644998,17.654688,0.0,78.0,383.85,176.71
2020-01-01 14:00:00,-0.4999999999999997,-0.8660254037844388,0.001433534828914972,0.9999989724884193,0.0,-0.7145,60.027794,-7.5145,20.724247,0.0,55.0,328.3,180.45
2020-01-01 15:00:00,-0.7071067811865471,-0.7071067811865479,0.002150301322791208,0.9999976880994381,0.0,0.1855,57.54313,-7.2145,21.129883,0.0,48.0,198.4,186.35
2020-01-01 16:00:00,-0.8660254037844384,-0.5000000000000004,0.0028670667118807034,0.9999958899557886,0.0,1.0355,56.45628,-6.6644998,21.67487,0.0,75.0,53.83,185.89
2020-01-01 17:00:00,-0.9659258262890681,-0.2588190451025215,0.003583830628054728,0.9999935780583941,0.0,1.8855,56.253986,-5.9144998,20.833395,0.0,91.0,0.0,187.96
2020-01-01 18:00:00,-1.0,-1.8369701987210297e-16,0.0043005927029579364,0.9999907524084427,0.0,2.5855,54.33987,-5.7145,19.35314,0.0,70.0,0.0,191.84
2020-01-01 19:00:00,-0.9659258262890684,0.2588190451025203,0.0050173525684633,0.9999874130073857,0.0,3.2355,54.10694,-5.1644998,18.25026,0.0,49.0,0.0,191.8
2020-01-01 20:00:00,-0.866025403784439,0.49999999999999933,0.005734109856274399,0.999983559856939,0.0,3.4355001,53.957508,-5.0145,17.309973,0.0,41.0,0.0,192.78
2020-01-01 21:00:00,-0.7071067811865477,0.7071067811865474,0.006450864198096136,0.9999791929590823,0.0,3.3355,55.375244,-4.7645,13.237039,0.0,3.0,0.0,196.24
2020-01-01 22:00:00,-0.5000000000000004,0.8660254037844384,0.007167615225805454,0.9999743123160588,0.0,1.5855,63.66203,-4.5645,9.726664,0.0,3.0,0.0,200.38
2020-01-01 23:00:00,-0.25881904510252157,0.9659258262890681,0.007884362571053632,0.9999689179303766,0.0,0.2855,69.6425,-4.6145,11.384198,0.0,2.0,0.0,215.95
2020-01-02 00:00:00,0.0,1.0,0.008601105865721206,0.999963009804806,0.0,0.1855,72.020294,-4.2645,12.313894,0.0,1.0,0.0,216.43
2020-01-02 01:00:00,0.25881904510252074,0.9659258262890683,0.009317844741463431,0.9999565879423836,0.0,0.43549997,72.88385,-3.8645,12.181624,0.0,0.0,0.0,215.1
2020-01-02 02:00:00,0.49999999999999994,0.8660254037844387,0.01003457883016519,0.9999496523464075,0.0,0.3855,75.08727,-3.5145,12.7279215,0.0,0.0,0.0,211.59
2020-01-02 03:00:00,0.7071067811865475,0.7071067811865476,0.010751307763543312,0.9999422030204413,0.0,0.23549998,77.33505,-3.2645,12.57426,0.0,0.0,0.0,199.04
2020-01-02 04:00:00,0.8660254037844386,0.5000000000000001,0.011468031173317263,0.999934239968313,0.0,0.03549999,79.344894,-3.1145,13.009903,0.0,0.0,0.0,188.46
2020-01-02 05:00:00,0.9659258262890682,0.25881904510252096,0.012184748691379881,0.9999257631941123,0.0,-0.21450001,81.70393,-2.9645,13.441071,0.0,0.0,0.0,178.79
2020-01-02 06:00:00,1.0,6.123233995736766e-17,0.012901459949399658,0.9999167727021955,0.0,-0.4645,83.82336,-2.8645,13.358861,0.0,0.0,0.0,183.78
2020-01-02 07:00:00,0.9659258262890683,-0.25881904510252063,0.013618164579275671,0.99990726849718,0.0,-0.4145,84.76749,-2.6645,13.5515,0.0,0.0,0.0,177.31
2020-01-02 08:00:00,0.8660254037844387,-0.4999999999999998,0.01433486221268304,0.9998972505839504,0.0,-0.4645,85.07652,-2.6645,12.864649,0.0,0.0,51.95,169.89
